"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"Return to Planet Hulk, Part Three","711A","Dec 20, 2017","","Gregory Pak | Greg Land | Jay Leisten","Regular Greg Land Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"World War Hulk II, Part II","715","Apr 18, 2018","","Gregory Pak | Carlo Barberi | Walden Wong","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Why All The Fuss Over Rick And Marlo?","1","Oct 1994","","Peter David | Gary Frank | Cam Smith","Ashcan Edition","0.0","Marvel Comics","The Incredible Hulk: Ashcan Edition","0","","","",""
"Future Imperfect","TP","1994","","Peter David | George Pérez","","0.0","Marvel Comics","The Incredible Hulk: Future Imperfect","0","","","",""
"Dark Son - Earth / K'Ai","612A","Sep 01, 2010","","Gregory Pak | Scott Reed | Brian Ching","Carlo Pagulayan Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Dark Son - Chapter Three: K'ai / Chapter Four: Earth","613","Sep 15, 2010","","Gregory Pak | Scott Reed | Brian Ching","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Dark Son - Dark Son, Chapter Five: Blast Off / S.M.A.S.H. Files: Skaar Underestimated","614A","Oct 13, 2010","","Gregory Pak | Joshua Williamson | Mirco Pierfederici","Carlo Pagulayan Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Dark Son - Chapter Six: First Contact / 'Til Death Do Us Part","615A","Oct 27, 2010","","Gregory Pak | Ben McCool | Barry Kitson","Carlo Pagulayan Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Dark Son - Dark Son, Conclusion: Fratricide / Chowned","617","Nov 24, 2010","","Gregory Pak | Victor Drujiniu | Scott Hanna","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Chaos War - Inferno / How I Became The Bomb","618A","Dec 08, 2010","","Gregory Pak | Jeff Parker | Yacine Elghorri","Carlo Pagulayan Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Chaos War - S.M.A.S.H. Files, Hell Break / S.M.A.S.H. Files: Savage She-Hulk, Daddy Issues","619","Dec 22, 2010","","Gregory Pak | Tim Seeley | Paul Pelletier","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Chaos War - Harrowed / Inductive Reasoning","620","Jan 12, 2011","","Gregory Pak | Brandon Montclare | Simon Bisley","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"God Smash, Part One","621","Jan 26, 2011","","Gregory Pak | Frank G. D'Armata | Paul Pelletier","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"God Smash, Conclusion","622","Feb 09, 2011","","Gregory Pak | Paul Pelletier | Danny Miki","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Planet Savage, Chapter One","623","Feb 23, 2011","","Gregory Pak | Dale Eaglesham | Andrew Hennessey","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Planet Savage, Chapter Two","624A","Mar 09, 2011","","Gregory Pak | Dale Eaglesham | Andrew Hennessey","Dale Eaglesham Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Planet Savage, Part 3: Conclusion","625","Mar 30, 2011","","Gregory Pak | Dale Eagleham | Andrew Hennessey","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"The Spy Who Smashed Me, Part One: When in Rome","626","Apr 13, 2011","","Gregory Pak | Tom Grummett | Cory Hamscher","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"The Spy Who Smashed Me, Part 2","627A","Apr 27, 2011","","Gregory Pak | Tom Grummett | Cory Hamscher","Doug Braithwaite Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Live and Let Smash","628","May 11, 2011","","Gregory Pak | Tom Grummett | Cory Hamscher","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"License to Smash","629","May 25, 2011","","Gregory Pak | Tom Grummett | Rick Magyar","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Heart of the Monster, Part One","630","Jun 08, 2011","","Gregory Pak | Paul Pelletier | Danny Miki","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Heart of the Monster, Part Two","631","Jun 22, 2011","","Gregory Pak | Paul Pelletier | Danny Miki","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Heart of the Monster, Part 3","632A","Jul 13, 2011","","Gregory Pak | Paul Pelletier | Danny Miki","Paul Pelletier Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Heart of the Monster, Part 4","633","Jul 27, 2011","","Gregory Pak | Paul Pelletier | Danny Miki","","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Heart of the Monster, Part 6 / Conclusion: Hulk Out","635A","Aug 24, 2011","","Gregory Pak | Tom Grummett | Paul Pelletier","Paul Pelletier Regular Cover","0.0","Marvel Comics","The Incredible Hulks","0","","","",""
"Agent Of S.H.I.E.L.D., Part 1","1A","Nov 21, 2012","","Mark Waid | Leinil Francis Yu","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Agent Of S.H.I.E.L.D., Part 2","2A","Dec 19, 2012","","Mark Waid | Leinil Francis Yu | Gerry Alanguilan","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Agent Of S.H.I.E.L.D., Part 3","3A","Jan 16, 2013","","Mark Waid | Leinil Francis Yu | Gerry Alanguilan","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Agent Of S.H.I.E.L.D., Part 4","4A","Feb 20, 2013","","Mark Waid | Leinil Francis Yu | Gerry Alanguilan","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Agent Of S.H.I.E.L.D., Part 5","5A","Mar 20, 2013","","Mark Waid | Leinil Francis Yu | Gerry Alanguilan","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Gods and Monster, Part 1","6A","Apr 03, 2013","","Mark Waid | Walter Simonson","Regular Walter Simonson Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Gods and Monster, Part 2","7","May 01, 2013","","Mark Waid | Walter Simonson","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Gods and Monster, Part 3","8","May 29, 2013","","Mark Waid | Walter Simonson | Bob Wiacek","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Blind Rage, Part One","9A","Jun 19, 2013","","Mark Waid | Matteo Scalera","Regular Paolo Rivera Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Blind Rage, Part Two","10","Jul 10, 2013","","Mark Waid | Matteo Scalera","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Age of Ultron: Aftermath - Agent of T.I.M.E., Part One","11A","Jul 31, 2013","","Mark Waid | Matteo Scalera","Regular Mukesh Singh Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Age of Ultron: Aftermath - Agent of T.I.M.E., Part 2","12A","Aug 21, 2013","","Mark Waid | Matteo Scalera","Regular Mukesh Singh Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Age of Ultron: Aftermath - Agent of T.I.M.E., Part Three","13A","Sep 11, 2013","","Mark Waid | Matteo Scalera | Kim Jacinto","Regular Mukesh Singh Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Age of Ultron: Aftermath - Agent of T.I.M.E., Part Four","14A","Oct 23, 2013","","Mark Waid | Mahmud A. Asrar | Kim Jacinto","Regular Mukesh Singh Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Age of Ultron: Aftermath - Agent of T.I.M.E., Part Five","15A","Nov 20, 2013","","Mark Waid | Kim Jacinto","Regular Mukesh Singh Cover","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Inhumanity - Humanity Bomb, Part One","16","Nov 27, 2013","","Mark Waid | Mahmud A. Asrar","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Inhumanity - Humanity Bomb, Part One","17.INH","Dec 18, 2013","","Mark Waid | Clay Mann | Miguel Angel Sepulveda","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Inhumanity - Humanity Bomb, Part Two","18.INH","Jan 22, 2014","","Mark Waid | Tom Grummett | Miguel Angel Sepulveda","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Inhumanity - Humanity Bomb, Part Three","19.INH","Feb 26, 2014","","Mark Waid | Jheremy Raapack | Tom Grummett","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Humanity Bomb","20","Mar 26, 2014","","Mark Waid | Joe Bennett | Scott Hanna","","0.0","Marvel Comics","Indestructible Hulk","0","","","",""
"Journey Into Science","1","Dec 04, 2013","","Jeff Parker | Mahmud A. Asrar","","0.0","Marvel Comics","Indestructible Hulk Annual","0","","","",""
"The Arms of the Octopus - Part 2: For A Friend Whose Work Has Come To Triumph","1A","Oct 16, 2013","","Jon Costa | Jacob Wyatt","Regular Alexander Lozano Cover","0.0","Marvel Comics","Indestructible Hulk Special","0","","","",""
"Devil's Cradle","3","Mar 1983","","Denny O'Neil | Gene Day | Richard Howell","","0.0","Marvel Comics","Indiana Jones","0","","","",""
"Indiana Jones and the Fate of Atlantis, Part 1","1","Mar 1991","","William Messner-Loebs | Dan Barry | Karl Kesel","","0.0","Dark Horse Comics","Indiana Jones and the Fate of Atlantis","0","","","",""
"Indiana Jones and the Fate of Atlantis, Part 2","2","May 1991","","William Messner-Loebs | Dan Barry | Karl Kesel","","0.0","Dark Horse Comics","Indiana Jones and the Fate of Atlantis","0","","","",""
"Indiana Jones and the Fate of Atlantis, Part 3","3","Jul 1991","","William Messner-Loebs | Dan Barry | Karl Kesel","","0.0","Dark Horse Comics","Indiana Jones and the Fate of Atlantis","0","","","",""
"Indiana Jones and the Fate of Atlantis, Part 4","4","Sep 1991","","William Messner-Loebs | Dan Barry | Karl Kesel","","0.0","Dark Horse Comics","Indiana Jones and the Fate of Atlantis","0","","","",""
"Brick by Brick, I'm Sorry I'm Late","4","Jan 25, 2017","","Brian Michael Bendis | Alex Maleev","","0.0","Marvel Comics","Infamous Iron Man","0","","","",""
"Necropolis","6","Mar 29, 2017","","Brian Michael Bendis | Alex Maleev","","0.0","Marvel Comics","Infamous Iron Man","0","","","",""
"Death by a Thousand Cuts","1A","Dec 04, 2019","","Zoe Quinn | Brent Peeples","","0.0","DC Comics","Infected Deathbringer","0","","","",""
"Secret Wars ","3A","Jul 08, 2015","","Dennis Hopeless | Javier Garrón","Regular Cover - Javier Garrón","0.0","Marvel Comics","Inferno","0","","","",""
"Secret Wars ","4","Aug 19, 2015","","Dennis Hopeless | Javier Garrón","","0.0","Marvel Comics","Inferno","0","","","",""
"Infinite Frontier / Justice League / Batman / Wonder Woman / Wonder Girl / Green Lantern: Alan Scott / Teen Titans Academy / Superman / Green Arrow & Black Canary / Stargirl / Green Lanterns / The Flash / Epilogue","0A","Mar 02, 2021","","Geoff Johns | Phillip Kennedy Johnson | Michael Conrad","Regular Dan Jurgens & Mikel Janin Wraparound Cover","0.0","DC Comics","Infinite Frontier","0","","","",""
"Infinite Betrayal","4A","Aug 10, 2021","","Joshua Williamson | Paul Pelletier | Jesús Merino","Mitch Gerads Regular Cover","0.0","DC Comics","Infinite Frontier","0","","","",""
"Infinite Multiverses","6A","Sep 07, 2021","","Joshua Williamson | Alejandro Germanico Benito 'Xermanico' Gonzalez","Mitch Gerads Regular Cover","0.0","DC Comics","Infinite Frontier","0","","","",""
"Infinity ","1A","Aug 14, 2013","","Jonathan Hickman | Jim Cheung | John Livesay","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity - ""Fall""","2A","Sep 04, 2013","","Jonathan Hickman | Jerome Opeña | Dustin Weaver","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity - ""Kingdoms Fall""","3A","Sep 18, 2013","","Jonathan Hickman | Jerome Opeña | Dustin Weaver","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity - ""Thane""","4A","Oct 09, 2013","","Jonathan Hickman | Jerome Opeña | Dustin Weaver","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity - ""The Left Hand Of Death""","5A","Oct 30, 2013","","Jonathan Hickman | Jerome Opeña | Dustin Weaver","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity - ""Amber""","6A","Nov 27, 2013","","Jonathan Hickman | Jim Cheung | Dustin Weaver","Regular Adam Kubert Cover","0.0","Marvel Comics","Infinity","0","","","",""
"Infinity Countdown - Infinity Countdown","1A","Mar 07, 2018","","Gerry Duggan | Mike Deodato Jr. | Aaron Kuder","Nick Bradshaw Regular Cover","0.0","Marvel Comics","Infinity Countdown","0","","","",""
"Infinity Countdown ","2A","Apr 18, 2018","","Gerry Duggan | Aaron Kuder | Mike Hawthorne","Regular Nick Bradshaw Cover","0.0","Marvel Comics","Infinity Countdown","0","","","",""
"Infinity Countdown ","1A","Jun 20, 2018","","Jim Zub | Emilio Laiso","Regular Clayton Crain Cover","0.0","Marvel Comics","Infinity Countdown: Champions","0","","","",""
"Infinity Countdown ","2","Jul 04, 2018","","Jim Zub | Emilio Laiso","","0.0","Marvel Comics","Infinity Countdown: Champions","0","","","",""
"Infinity Countdown - Infinity Countdown, Infinity Countdown Prime / The Saga Of The Infinity Stones...","1A","Feb 21, 2018","","Gerry Duggan | Mike Deodato Jr.","Mike Deodato Jr. & Frank Martin Regular Cover","0.0","Marvel Comics","Infinity Countdown: Prime","0","","","",""
"Infinity Gauntlet - God","1","May 15, 1991","","Jim Starlin | George Pérez | Tom Christopher","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Infinity Gauntlet - From Bad To Worse","2","Jun 19, 1991","","Jim Starlin | George Pérez | Joe Rubinstein","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Infinity Gauntlet - Preparations For War","3","Jul 17, 1991","","Jim Starlin | George Pérez | Tom Christopher","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Infinity Gauntlet - Cosmic Battle On The Edge Of The Universe!","4","Aug 21, 1991","","Jim Starlin | George Pérez | Ron Lim","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Infinity Gauntlet - Astral Conflagration","5","Sep 18, 1991","","Jim Starlin | Ron Lim | Joe Rubinstein","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Infinity Gauntlet - The Final Confrontation","6","Oct 16, 1991","","Jim Starlin | Ron Lim | Joe Rubinstein","","0.0","Marvel Comics","The Infinity Gauntlet","0","","","",""
"Secret Wars: Warzones ","1A","May 27, 2015","","Dustin Weaver","Dustin Weaver Regular Cover","0.0","Marvel Comics","Infinity Gauntlet, Vol. 2","0","","","",""
"Secret Wars: Warzones ","2A","Jun 24, 2015","","Dustin Weaver","Dustin Weaver Cover","0.0","Marvel Comics","Infinity Gauntlet, Vol. 2","0","","","",""
"Secret Wars: Warzones ","3A","Aug 05, 2015","","Dustin Weaver","Dustin Weaver Cover","0.0","Marvel Comics","Infinity Gauntlet, Vol. 2","0","","","",""
"Secret Wars: Warzones ","4","Sep 16, 2015","","Dustin Weaver","","0.0","Marvel Comics","Infinity Gauntlet, Vol. 2","0","","","",""
"Secret Wars: Warzones ","5","Nov 11, 2015","","Dustin Weaver","Dustin Weaver Regular Cover","0.0","Marvel Comics","Infinity Gauntlet, Vol. 2","0","","","",""
"Infinity - The Heist, The Heist","1","Sep 25, 2013","","Frank Tieri | Alejandro Barrionuevo","","0.0","Marvel Comics","Infinity Heist","0","","","",""
"Infinity - The Heist, Part Two","2","Oct 23, 2013","","","","0.0","Marvel Comics","Infinity Heist","0","","","",""
"Infinity - The Heist, Part Three","3","Nov 27, 2013","","","","0.0","Marvel Comics","Infinity Heist","0","","","",""
"Infinity - The Heist","4","Jan 08, 2014","","","","0.0","Marvel Comics","Infinity Heist","0","","","",""
"Infinity - Contest Of Champions","1","Sep 11, 2013","","Matt Kindt | Steven Sanders","","0.0","Marvel Comics","Infinity Hunt","0","","","",""
"Infinity - The Hunt","2","Oct 02, 2013","","Matt Kindt | Steven Sanders","","0.0","Marvel Comics","Infinity Hunt","0","","","",""
"Infinity - Pass...Fail","3","Oct 23, 2013","","Matt Kindt | Steven Sanders","","0.0","Marvel Comics","Infinity Hunt","0","","","",""
"Infinity ","4","Nov 27, 2013","","Matt Kindt | Derec Donovan | Paco Diaz","","0.0","Marvel Comics","Infinity Hunt","0","","","",""
"The Sandman Cometh...","49","Apr 1988","","Dann Thomas | Roy Thomas | Vince Argondezzi","","0.0","DC Comics","Infinity Inc., Vol. 1","0","","","",""
"Futures End, Before I Wake","1A","Sep 10, 2014","","Keith Giffen | Dan DiDio | Philip Tan","3-D Motion Edition","0.0","DC Comics","Infinity Man and the Forever People: Futures End","0","","","",""
"Infinity War - Clthonic Maneuvers","1","Apr 22, 1992","","Jim Starlin | Ron Lim | Al Milgrom","Gatefold Wraparound Cover","0.0","Marvel Comics","The Infinity War","0","","","",""
"Infinity War - Ethereal Revisionism","2","May 27, 1992","","Jim Starlin | Ron Lim | Al Milgrom","Gatefold Wraparound Cover","0.0","Marvel Comics","The Infinity War","0","","","",""
"Infinity Wars ","2","Nov 28, 2018","","Dennis Hopeless | Alé Garza | Victor Olazaba","","0.0","Marvel Comics","Infinity Warps: Arach-Knight","0","","","",""
"Infinity Wars - Journey Into Suspense!","1A","Sep 26, 2018","","Al Ewing | Ramon Rosanas","Regular Humberto Ramos Cover","0.0","Marvel Comics","Infinity Warps: Iron Hammer","0","","","",""
"Infinity Wars ","1A","Oct 17, 2018","","Ben Acker | Ben Blacker | Gerardo Sandoval","Regular Humberto Ramos Cover","0.0","Marvel Comics","Infinity Warps: Weapon Hex","0","","","",""
"Infinity Wars ","1A","Aug 01, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","2A","Aug 15, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","3A","Sep 12, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","4A","Oct 10, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","5A","Nov 07, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","6A","Dec 19, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars","0","","","",""
"Infinity Wars ","1A","Dec 19, 2018","","Gerry Duggan | Andy Macdonald","Regular RB Silva Cover","0.0","Marvel Comics","Infinity Wars: Fallen Guardian","0","","","",""
"Infinity Wars ","1","Jan 02, 2019","","Gerry Duggan | Mark Bagley | Andrew Hennessy","","0.0","Marvel Comics","Infinity Wars: Infinity","0","","","",""
"Infinity Wars ","1A","Jul 25, 2018","","Gerry Duggan | Mike Deodato Jr.","Regular Mike Deodato Jr Cover","0.0","Marvel Comics","Infinity Wars: Prime","0","","","",""
